size_dog,eye_circularity,skull_circularity,ear_size,eyes_distance,ear_form,hair_tone,nose_elongatedness,weight_dog,muzzle_form,skin_tone_main,skin_pattern_complexity,body_length,tail_length,hair_curlness,hair_length,leg_front_number,leg_back_number,breuni_class
0.0201555853493678,-0.2576935983771528,0.0893166042508088,-0.106328905064877,0.1516021200906413,0.4171003461388606,0.7026129517513569,0.396932154199331,0.471701559222906,-0.3389787961090222,0.0598948327156106,-0.1451773309723563,-0.2154361452310919,0.2121055858897017,-0.4257197004385543,0.6398474904435014,-0.1474878100875586,0.0156873657538389,fashion_lifestyle_elite
-0.145368891249881,-0.1504182001694585,0.0935305527218771,0.0101162194942593,0.0846354508047509,0.2038362726579154,0.4729054673345747,0.4382825712523138,0.4075074597298394,-0.2471303944426217,0.0445497074660087,-0.0619838127487858,-0.1576366880414161,0.0912991937275976,-0.152141013830695,0.1769591262475582,-0.0423272597443058,0.0049865948390224,main_stream
-0.3298706411487783,-0.0519085333291525,0.1059791749182171,0.1321691070373687,0.0227830296477001,0.0003061573901951,0.2749933714493814,0.5190198608922074,0.3758967897252423,-0.1729769971950003,0.0325846660562809,0.0190735247969221,-0.1111328051767942,-0.0260177507036259,0.1188897239366986,-0.288650284438575,0.0632383997231247,-0.0057116332366467,main_stream
-0.045032710859496,-0.1774963898185947,0.0770336431688129,-0.0462614428318115,0.1027770511823562,0.2722071091350007,0.5074742010594262,0.3508457391240811,0.3744591344973817,-0.2519564061274025,0.0447853885175928,-0.0914431624435339,-0.1603549264398289,0.1337521928014556,-0.2570472486808279,0.3669863883894737,-0.0851550353115698,0.009245856580003,main_stream
0.056692393499468,-0.2223452365970343,0.0666969330798418,-0.1099638488125807,0.1313898179870254,0.3693602062552645,0.5904972890879595,0.2907841049911576,0.3739403526531659,-0.2801588338796552,0.0491569094049953,-0.1309155788247311,-0.1779290814597089,0.1908448297390861,-0.3913153630263948,0.6011405430992648,-0.1381553989123326,0.0145865491606594,main_stream
0.0770371432004318,-0.2313147514381626,0.0646296530188839,-0.1227031279752886,0.1371144611800526,0.3887929276187198,0.6071015114000817,0.2787718864501889,0.3738363358457127,-0.2857990607547103,0.0500318990106067,-0.1388101149978824,-0.1814436353615537,0.2022648438745702,-0.418169044659389,0.6479709691646173,-0.1487555325363541,0.0156546183652202,main_stream
-0.4329901249900467,0.0107188883548277,0.110157645075516,0.203241834786859,-0.0162139620102941,-0.1255379771907426,0.1435043703768108,0.5517074014283337,0.3438753617232191,-0.121389145877755,0.0241055436558746,0.0685546662738299,-0.0786923861384387,-0.0976861437103447,0.2825098987742392,-0.5669349313959409,0.1264059352536714,-0.0121362926448695,main_stream
-0.1481521937883406,-0.1148689696923225,0.0812121129388696,0.0248112755091262,0.0637800412362734,0.146362955212858,0.3759852022210058,0.3835332795651492,0.3424377087322439,-0.2003685566340838,0.0363062601884581,-0.0419620199669629,-0.1279145095303865,0.0620837862753261,-0.0934270714802281,0.0887017416547431,-0.0219874985254126,0.0028211976911965,main_stream
-0.1074610607595255,-0.1328100922704867,0.0770770369193487,-0.0006788043876914,0.0752077559857856,0.1852059455562323,0.4091967496273191,0.3595084050132657,0.3422323297335329,-0.2116513295992733,0.0380492196931138,-0.057750118001362,-0.1349462414435216,0.0849080619875667,-0.1471323529451524,0.1823641235191266,-0.0431865604938533,0.0049579820249201,main_stream
0.0959938288644107,-0.2225146607560014,0.0564019299415129,-0.1281231671089261,0.1323577943110793,0.3794329135708092,0.5752529841292491,0.2393842512622293,0.3412040747937125,-0.2680640238082463,0.0467677447286481,-0.1366911725326329,-0.1701035475777928,0.1990378536878752,-0.4156600205586362,0.6506754875726489,-0.1491825689145338,0.0156415677430645,main_stream
-0.2919628106584241,-0.0343004254301778,0.0895256591156893,0.1213740831554354,0.0133553348287694,-0.0183241697114512,0.2112846537421216,0.440245694653159,0.3106216597289313,-0.1374979323516486,0.0260841782833971,0.0233072195443438,-0.0884423585788957,-0.0324088824436312,0.1238983848222364,-0.2832452871670062,0.0623790989735746,-0.0057402460507499,main_stream
