size_dog,eye_circularity,skull_circularity,ear_size,eyes_distance,ear_form,hair_tone,nose_elongatedness,weight_dog,muzzle_form,skin_tone_main,skin_pattern_complexity,body_length,tail_length,hair_curlness,hair_length,leg_front_number,leg_back_number,breuni_class
-0.2028236090546236,-1.1434703969781026,-0.3484254685523035,0.2706796031167248,0.4084965161809148,-0.3176274405239394,-0.273925559569986,0.0569041496240029,-0.338993448966533,-1.0972922850851503,-0.1311183738876943,-0.3021686001192609,-1.1307753358709522,-0.5926553038595093,-0.8997830638950526,1.206581080962721,0.883166963458364,0.7890456508307581,main_stream
-0.1884501555433125,-1.1252567438415133,-0.3434072233820705,0.2902461081468807,0.4376674717398096,-0.3173227638243434,-0.2744871750043313,0.0525518713075033,-0.3343485379206262,-1.0795358529548986,-0.1346301612290993,-0.3016094268276511,-1.1389291067134015,-0.5984721845529993,-0.8688125950562525,1.1438581730752382,0.93584449310882,0.8155977604105327,main_stream
-0.1271218850866044,-1.0682361101960909,-0.2858144384999689,0.3495596619961046,0.4708288461735028,-0.2896942038231655,-0.2607337802958407,0.0217498307376494,-0.3152192196856894,-1.0304907554843048,-0.1434411674324906,-0.287009167197627,-1.1680811520502083,-0.6516649935179755,-0.731831032771175,0.9452198937915414,1.1175019862333406,0.9210962341458728,trendy
-0.0859879401291402,-1.0212173826063842,-0.2319007668430566,0.3853116606811277,0.4578346807376206,-0.2594620735558859,-0.2382203112117209,-0.009755408281362,-0.2927070359927284,-0.9884383817607072,-0.1400750901751626,-0.2661351505914908,-1.175677202903025,-0.7050344252600375,-0.6380937746409882,0.8299292620310048,1.2175405672945094,0.9905601788978392,trendy
-0.0416693085294082,-0.9578716051736924,-0.1670200324290877,0.4194133752137348,0.4216320692085534,-0.2203555251073938,-0.205063424339277,-0.0499192301198147,-0.261241999523077,-0.9297107333394362,-0.1294208010251125,-0.2361731645945154,-1.1667609188006498,-0.772614106272207,-0.5373164624026393,0.7181212281882396,1.3036031592431918,1.0617380112711268,trendy
0.0056025716055448,-0.8761248257436326,-0.0990794923691741,0.4477612885406641,0.3691356057682113,-0.1767559296419012,-0.1654555138647957,-0.0933916973610844,-0.2247086929758895,-0.8526572319366889,-0.1135510121027824,-0.2006985099712629,-1.1323497050816758,-0.8458000208972442,-0.4342042515691596,0.6128693157162761,1.3672207540013162,1.1279476619922364,main_stream
0.0588234258878459,-0.7722545548455457,-0.0335492922694748,0.4689815870633408,0.3104251140221563,-0.1326504823341547,-0.1230802318296385,-0.1359188611085548,-0.1863995834399911,-0.7548942408889435,-0.0944154699007432,-0.1625994780440135,-1.063544854875917,-0.9152549508813193,-0.3292853441738851,0.5097714972299131,1.405460509112196,1.1840204529684075,['main_stream' 'trendy']
0.1243079417093943,-0.640117319472476,0.0307244454680388,0.4856380972945143,0.2532596340477092,-0.0894434400434226,-0.0774174668119091,-0.1778191602136021,-0.1452951027192059,-0.6321265522027969,-0.0705389977637943,-0.1208170885278449,-0.951878263318474,-0.9739642918996536,-0.219101012666054,0.4009551642562087,1.417823281895916,1.2261159708102858,main_stream
0.210405618177461,-0.47427329932884,0.1020972729615561,0.5039103298866594,0.2012087361696405,-0.0458317835726581,-0.0230252930249834,-0.2244912939966351,-0.0952892568992878,-0.4805743738797109,-0.0359416590595315,-0.0697348130848833,-0.7921939774626919,-1.0173730181942642,-0.0979344781136568,0.2799607612578253,1.4037207622752297,1.2505144320322874,trendy
0.3239949493878017,-0.2757777038012234,0.1923894191678402,0.5313015427674194,0.1550309242091572,0.0004165284908811,0.0477125839220822,-0.2835990857017561,-0.028127325657382,-0.3017021837133896,0.0176535570932151,-0.00173822496008,-0.5874222603796042,-1.0420268131254766,0.0401371068232783,0.144284758299808,1.362136320335565,1.2524794569170614,main_stream
