size_dog,eye_circularity,skull_circularity,ear_size,eyes_distance,ear_form,hair_tone,nose_elongatedness,weight_dog,muzzle_form,skin_tone_main,skin_pattern_complexity,body_length,tail_length,hair_curlness,hair_length,leg_front_number,leg_back_number,breuni_class
1.0390023727683089,0.5152937030950788,0.9908682693314168,0.976733115400206,0.1175333185960346,0.173165681350713,0.6578797937784635,-0.7714653997779006,0.6078971611493461,0.3678851935186221,0.5626496618042084,0.597091924937658,0.0415029267462376,-1.017678690239932,-0.5006669092132959,-0.6265920439299633,0.8623991842859401,0.981958561395334,main_stream
1.141141217644079,0.6441240085602058,1.0522230878736365,1.0361114366747315,0.1410032446041892,0.2481053552233734,0.7482428265771627,-0.8806734837949027,0.6993604525633792,0.457953206822303,0.6553193088645424,0.6984479403360765,0.2178262391404878,-0.9790374072631371,-0.5645333773182243,-0.6509314376177627,0.7607999357521751,0.9690368278023368,main_stream
1.243133535802163,0.8533868284711499,1.1237137457481994,0.9971397435035476,0.0486401516167779,0.3505491199163458,0.942190001017376,-1.0121239089368042,0.9080516910907404,0.6444097831350205,0.8063847970347544,0.9078296442526368,0.4783189677026623,-0.827961184629174,-0.5973237783680548,-0.6510238303986773,0.4711823896229284,0.7887681359927423,main_stream
1.342904732020066,1.101702887567662,1.1411905615674318,0.766393963816452,-0.2546665506903443,0.4042685740491264,1.2038719510440077,-1.1667380338625508,1.1692429241138087,1.0072228708119857,1.0172817857582237,1.1839196569013462,0.7852482311621508,-0.4847057273176479,-0.6570156494242387,-0.4884908751474843,0.0732378710455891,0.4758580328259151,main_stream
1.278704972236061,1.3543895683237954,1.0656308653901838,0.4670543053476081,-0.5937284938320629,0.3946624119726515,1.4040003617342982,-1.2734602803230897,1.358444593224306,1.4691103494281823,1.219537724376283,1.395425889923107,1.1325095551969575,-0.0296058743862199,-0.7928483408344732,-0.3457352644181403,-0.2875041881727687,0.1774385326895768,main_stream
1.1817665894065763,1.4674152321739966,1.0709948031091236,0.4259738333942877,-0.5979442641800309,0.4048330152070575,1.4742773061629193,-1.3097228739839388,1.4362544983444536,1.685971177067057,1.260980775746985,1.4729282928644882,1.238313576841739,0.091873329450172,-0.6957680525950541,-0.2798328187905308,-0.4030607846210834,0.0994584623033996,main_stream
1.1602907274295702,1.5258006314363126,1.1396491160398596,0.6121656698244591,-0.3387934596214278,0.4411960175128377,1.5038788366124052,-1.3333523479696672,1.5042998614012528,1.7588708016083718,1.2422983663181937,1.5074690132235578,1.233953403542135,0.0418453131034061,-0.489529548576763,-0.2412589374930809,-0.396829287428722,0.1234106543978742,main_stream
1.150618146229129,1.6306576093372698,1.2378449801213545,1.0074867491459247,0.1846239031763176,0.4809622103925868,1.5035214749964732,-1.3534346886745334,1.5597785785677225,1.7799361441320385,1.2499459883952198,1.5107099896942642,1.3003854501423282,-0.0017449748700026,-0.4022780743695145,-0.407053929297197,-0.3714594775809219,0.1429963084363894,main_stream
1.0709400572453016,1.797794729276235,1.326615883881546,1.3899328039947625,0.7224973194998751,0.4923464287750662,1.485192883127724,-1.3646510990278615,1.5677388444526947,1.8125191630154196,1.2536589475155857,1.4976341901506387,1.49910029662313,-0.0083882803737267,-0.2008503586484112,-0.5472042552596678,-0.3616379322074163,0.0862739352133148,main_stream
0.9920728446935904,1.854951912656985,1.356142671932793,1.46823021470708,0.8234520979397405,0.4890187056246898,1.476578768599814,-1.3620315245619612,1.5308810643929396,1.830486103910512,1.228718674152241,1.4911354953251066,1.647574990284694,0.007247043986844,0.2063283094637137,-0.38139080933475,-0.3521226157644085,0.021733141043985,main_stream
0.7740748931928252,1.5828000319047644,1.3213055150748936,0.7088199101567716,-0.1854052245515964,0.4035465332777471,1.41548973687324,-1.29389414218524,1.3849216797332482,1.7148434581599874,1.081495959768212,1.4033204703539497,1.3916879382903562,0.2126235377035392,1.2308814752667063,0.3950181097427,-0.3969320310691872,-0.1153543085409004,main_stream
