,size_dog,eye_circularity,skull_circularity,ear_size,eyes_distance,ear_form,hair_tone,nose_elongatedness,weight_dog,muzzle_form,skin_tone_main,skin_pattern_complexity,body_length,tail_length,hair_curlness,hair_length,leg_front_number,leg_back_number,breuni_class
0,-0.21340160133660935,0.1254939000921203,0.1684669285185761,1.9959712743304325,4.155208913855354,4.604628176282179,0.11296870157399397,0.3948270385948991,-0.0695994022211952,0.10625670492786948,1.3581645273242704,-0.3384910392280738,0.2810039448348277,3.1506303133572677,-0.8618600591121022,0.4543874942496222,-0.39287577486511205,-0.10193654974142641,fashion_lifestyle_elite
1,-0.07021723889838626,-0.11496263169072005,0.11282528352286053,0.5980739869440068,1.4592657132092508,1.7654084898890714,0.46812698006676523,0.38669634089815025,0.2733986007235334,-0.1744116780031722,0.4840872495549075,-0.1976793723140695,-0.040629135347052064,1.1630867226670358,-0.5343475194803158,0.522303752066481,-0.21534943882173632,-0.024361963486909513,['main_stream' 'trendy']
2,-0.021194016142820286,-0.1687614638571672,0.09430168916344485,0.25881678324817103,0.8137348997152476,1.0853752505364425,0.5370256137247854,0.3593058763503028,0.33596314701335234,-0.23193188077540555,0.2736000640534032,-0.16420399133860447,-0.11133900093921884,0.6886227493008421,-0.4594273801753862,0.5484363512445727,-0.1750949279840569,-0.005656964075885,main_stream
3,-0.04580449990757279,-0.11506606563029338,0.10643049285596468,0.5868038794496602,1.4598869168785555,1.7716865176127972,0.45865459741462244,0.35476708841223237,0.25306043717139937,-0.1668963402465484,0.4826095672719171,-0.201268155410055,-0.03576555830462058,1.1681908364699454,-0.5494726284475517,0.5530739551463234,-0.22220073847618615,-0.023707168070379488,trendy
4,-0.0534552061209093,-0.08978125690308444,0.1121318589252313,0.7514516670940629,1.7917289690160028,2.1273921958591435,0.422602373220252,0.34953176450814266,0.21063731082293122,-0.13500431796725473,0.5897128992977436,-0.22213857309988633,0.0020314009063511773,1.416220654799162,-0.6020378580917685,0.5668064789361305,-0.24886298989381067,-0.03267924688573511,trendy
5,0.01887278717390723,-0.20434684459487756,0.07886069254039763,0.0171615457383303,0.35549255118899903,0.6014088704541173,0.5767703475733761,0.3287636835427008,0.37100278869263853,-0.26762054761401666,0.12369651056847819,-0.1399105535379912,-0.15817431726606457,0.35189167229153673,-0.40568956207934037,0.5676984294069152,-0.1467244342159185,0.0075783995838129515,main_stream
6,0.020548076330926836,-0.19131786006815915,0.08198339448218545,0.11888112240564055,0.5711437799622829,0.8372078915675947,0.5598787018985143,0.32204985406250614,0.3443004272805382,-0.24937303585546922,0.19299939228589316,-0.15609090952976953,-0.13527222245675607,0.5155172059109319,-0.44877516038761256,0.5925317564976306,-0.16751001484846145,0.0021695990575325876,main_stream
7,0.02798795472529054,-0.18755711307143155,0.08291142932538606,0.16677884418937625,0.6832812208337394,0.9640846461504848,0.5566129900148451,0.31472946207338603,0.33061104316628176,-0.24186622042534162,0.22872434468864306,-0.1669201216202622,-0.12469721128292229,0.6028913564067799,-0.4794986117419546,0.6203849532257479,-0.18156983457843828,-0.00025088335073613147,main_stream
8,-0.02934670213414799,-0.18485239760975436,0.07560120350122847,-0.056252619708614365,0.1074418312858596,0.28788580604766634,0.5214901767676199,0.34230733009837044,0.37521410949572653,-0.2568952312441857,0.04556213289158169,-0.09777231220229665,-0.1634402435794895,0.142906888598795,-0.27845613845669176,0.4041418505171592,-0.09356943080907386,0.010095397504868318,main_stream
9,-0.4247638453003344,0.015012312262003558,0.10641369368543935,0.20107747132560283,-0.018536093055041135,-0.130335270500653,0.12837656952890067,0.5338367588930647,0.3288145032496949,-0.11305701843999194,0.022583085458226418,0.06973408426726573,-0.07336597882208867,-0.09945363918511826,0.2843542728435291,-0.5668884241007632,0.1264794179264476,-0.012170290272915446,main_stream
