,size_dog,eye_circularity,skull_circularity,ear_size,eyes_distance,ear_form,hair_tone,nose_elongatedness,weight_dog,muzzle_form,skin_tone_main,skin_pattern_complexity,body_length,tail_length,hair_curlness,hair_length,leg_front_number,leg_back_number,breuni_class
0,-0.21340160133660935,0.1254939000921203,0.1684669285185761,1.9959712743304325,4.155208913855354,4.604628176282179,0.11296870157399397,0.3948270385948991,-0.0695994022211952,0.10625670492786948,1.3581645273242704,-0.3384910392280738,0.2810039448348277,3.1506303133572677,-0.8618600591121022,0.4543874942496222,-0.39287577486511205,-0.10193654974142641,fashion_lifestyle_elite
1,-0.07487348196229002,-0.10923365367985906,0.11194882060238931,0.6023779361021586,1.4558080933063087,1.7550927230659117,0.4541894707803874,0.38340566323179487,0.26645143100704743,-0.1681949252659471,0.48301767529347855,-0.19384402509089177,-0.036692680778963455,1.1575131157732232,-0.5223070818228839,0.5028195968451327,-0.21090050567689017,-0.024822740088646548,['main_stream' 'trendy']
2,-0.02184737382065597,-0.16041657056855152,0.09141003541759128,0.26226632836260916,0.8088392616099185,1.0718838557978185,0.5142743682260332,0.3464539245464376,0.32068855116124345,-0.22095491893251057,0.2716649817200282,-0.15950403800716695,-0.10436196079936921,0.6817646695534003,-0.4456447588108079,0.5277186466283509,-0.17032033414308143,-0.006165273479029721,main_stream
3,-0.04204255711257533,-0.10937275449514726,0.10334892970552938,0.5872215846442442,1.4566435051374422,1.7635355879357495,0.441450749282678,0.3404663236817674,0.23910010760934994,-0.15808809173117724,0.48103044739566386,-0.198670319599286,-0.030152008204659048,1.1643772688185159,-0.5426477456064079,0.5442002147800931,-0.22011432245356402,-0.023942153149175145,trendy
4,-0.045733246382491224,-0.0861944227712762,0.10878021930515665,0.7492526823800008,1.7898085140895095,2.1235971320443183,0.40962468109812217,0.3334851870000955,0.19734053495284348,-0.12777710641931883,0.5883887268454304,-0.22127615443963983,0.006653525486133738,1.4149187585592333,-0.6010175760761212,0.5679074960815969,-0.24903803250915915,-0.03268507541761492,trendy
5,-0.045041834185156414,-0.17748081429464777,0.07703751520321608,-0.0461673667162581,0.10295991377834829,0.2724005018416175,0.5074518617901463,0.35084668961214904,0.3744367678793386,-0.2519381686852253,0.044844669873162074,-0.09145315807527425,-0.16033363943817555,0.13388737338896348,-0.25707087690834024,0.3669841622577016,-0.08516759016123716,0.009240662936905087,main_stream
6,0.022903751903587257,-0.19329058294222273,0.07373924360511994,0.019479211303287336,0.3491187189223183,0.5847600262744947,0.5446697724928775,0.3052976335229571,0.34664658452438124,-0.25154182795572855,0.12083139565068673,-0.1343918957574507,-0.14793715116493805,0.34381235627017687,-0.39042924369085086,0.5463715487253098,-0.14176129793702436,0.007035049229053394,main_stream
7,0.029403867649444457,-0.1827369510280995,0.07649942346663918,0.11804504632410251,0.5663285096031768,0.8257205960511116,0.532675857801347,0.2963069710839787,0.32057984599292366,-0.23509849387987403,0.19042332628969055,-0.15263635515882093,-0.12616533963657017,0.5104246330080051,-0.4404409131429534,0.5831406052453244,-0.16525204169649682,0.0019000872424389942,main_stream
8,0.041581299726138755,-0.1812430327775506,0.07701137348237024,0.16290786339144178,0.679900549701187,0.9574040089181385,0.5337677211573515,0.28648188353907705,0.3072040755150771,-0.2291438049643496,0.22639333888251842,-0.16540196369390375,-0.11656065836394053,0.6005995645114386,-0.4777025591974363,0.6223231277846897,-0.18187797069166411,-0.0002611436016795067,main_stream
9,-0.4329901249900467,0.010718888354827788,0.110157645075516,0.203241834786859,-0.016213962010294174,-0.12553797719074267,0.1435043703768108,0.5517074014283337,0.3438753617232191,-0.12138914587775504,0.024105543655874653,0.06855466627382995,-0.07869238613843879,-0.09768614371034473,0.28250989877423927,-0.5669349313959409,0.12640593525367144,-0.012136292644869527,main_stream
